#                                                        a0: signalShape
#                                                          a1: syncPhase
#                                                       a2: binOfMaximum
#                                                          a3: timePhase
#                                                       a4: timeSmearing
#                                                      a5: packingScheme
#   eta  phi  dep        det      param1      DetId     a0   a1   a2     a3   a4   a5
    -41    3    1         HF   137236269    48005483   301    1    3   14.0    0    1
    -41    3    2         HF   137170733    48009483   301    1    3   13.0    0    1
    -29    5    1         HF   137236269    48004E85   301    1    3   14.0    0    1
    -29    5    2         HF   137170733    48008E85   301    1    3   13.0    0    1
    -30    5    1         HF   137236269    48004F05   301    1    3   14.0    0    1
    -30    5    2         HF   137170733    48008F05   301    1    3   13.0    0    1
    -31    5    1         HF   137236269    48004F85   301    1    3   14.0    0    1
    -31    5    2         HF   137170733    48008F85   301    1    3   13.0    0    1
    -32    5    1         HF   137236269    48005005   301    1    3   14.0    0    1
    -32    5    2         HF   137170733    48009005   301    1    3   13.0    0    1
    -33    5    1         HF   137236269    48005085   301    1    3   14.0    0    1
    -33    5    2         HF   137170733    48009085   301    1    3   13.0    0    1
    -34    5    1         HF   137236269    48005105   301    1    3   14.0    0    1
    -34    5    2         HF   137170733    48009105   301    1    3   13.0    0    1
    -35    5    1         HF   137236269    48005185   301    1    3   14.0    0    1
    -35    5    2         HF   137170733    48009185   301    1    3   13.0    0    1
    -36    5    1         HF   137236269    48005205   301    1    3   14.0    0    1
    -36    5    2         HF   137170733    48009205   301    1    3   13.0    0    1
    -37    5    1         HF   137236269    48005285   301    1    3   14.0    0    1
    -37    5    2         HF   137170733    48009285   301    1    3   13.0    0    1
    -38    5    1         HF   137236269    48005305   301    1    3   14.0    0    1
    -38    5    2         HF   137170733    48009305   301    1    3   13.0    0    1
    -39    5    1         HF   137236269    48005385   301    1    3   14.0    0    1
    -39    5    2         HF   137170733    48009385   301    1    3   13.0    0    1
    -29    7    1         HF   137236269    48004E87   301    1    3   14.0    0    1
    -29    7    2         HF   137170733    48008E87   301    1    3   13.0    0    1
    -30    7    1         HF   137236269    48004F07   301    1    3   14.0    0    1
    -30    7    2         HF   137170733    48008F07   301    1    3   13.0    0    1
    -31    7    1         HF   137236269    48004F87   301    1    3   14.0    0    1
    -31    7    2         HF   137170733    48008F87   301    1    3   13.0    0    1
    -32    7    1         HF   137236269    48005007   301    1    3   14.0    0    1
    -32    7    2         HF   137170733    48009007   301    1    3   13.0    0    1
    -33    7    1         HF   137236269    48005087   301    1    3   14.0    0    1
    -33    7    2         HF   137170733    48009087   301    1    3   13.0    0    1
    -34    7    1         HF   137236269    48005107   301    1    3   14.0    0    1
    -34    7    2         HF   137170733    48009107   301    1    3   13.0    0    1
    -35    7    1         HF   137236269    48005187   301    1    3   14.0    0    1
    -35    7    2         HF   137170733    48009187   301    1    3   13.0    0    1
    -36    7    1         HF   137236269    48005207   301    1    3   14.0    0    1
    -36    7    2         HF   137170733    48009207   301    1    3   13.0    0    1
    -37    7    1         HF   137236269    48005287   301    1    3   14.0    0    1
    -37    7    2         HF   137170733    48009287   301    1    3   13.0    0    1
    -38    7    1         HF   137236269    48005307   301    1    3   14.0    0    1
    -38    7    2         HF   137170733    48009307   301    1    3   13.0    0    1
    -39    7    1         HF   137236269    48005387   301    1    3   14.0    0    1
    -39    7    2         HF   137170733    48009387   301    1    3   13.0    0    1
    -40    7    1         HF   137236269    48005407   301    1    3   14.0    0    1
    -40    7    2         HF   137170733    48009407   301    1    3   13.0    0    1
    -41    7    1         HF   137236269    48005487   301    1    3   14.0    0    1
    -41    7    2         HF   137170733    48009487   301    1    3   13.0    0    1
    -29    9    1         HF   137236269    48004E89   301    1    3   14.0    0    1
    -29    9    2         HF   137170733    48008E89   301    1    3   13.0    0    1
    -30    9    1         HF   137236269    48004F09   301    1    3   14.0    0    1
    -30    9    2         HF   137170733    48008F09   301    1    3   13.0    0    1
    -31    9    1         HF   137236269    48004F89   301    1    3   14.0    0    1
    -31    9    2         HF   137170733    48008F89   301    1    3   13.0    0    1
    -32    9    1         HF   137236269    48005009   301    1    3   14.0    0    1
    -32    9    2         HF   137170733    48009009   301    1    3   13.0    0    1
    -33    9    1         HF   137236269    48005089   301    1    3   14.0    0    1
    -33    9    2         HF   137170733    48009089   301    1    3   13.0    0    1
    -34    9    1         HF   137236269    48005109   301    1    3   14.0    0    1
    -34    9    2         HF   137170733    48009109   301    1    3   13.0    0    1
    -35    9    1         HF   137236269    48005189   301    1    3   14.0    0    1
    -35    9    2         HF   137170733    48009189   301    1    3   13.0    0    1
    -36    9    1         HF   137236269    48005209   301    1    3   14.0    0    1
    -36    9    2         HF   137170733    48009209   301    1    3   13.0    0    1
    -37    9    1         HF   137236269    48005289   301    1    3   14.0    0    1
    -37    9    2         HF   137170733    48009289   301    1    3   13.0    0    1
    -38    9    1         HF   137236269    48005309   301    1    3   14.0    0    1
    -38    9    2         HF   137170733    48009309   301    1    3   13.0    0    1
    -39    9    1         HF   137236269    48005389   301    1    3   14.0    0    1
    -39    9    2         HF   137170733    48009389   301    1    3   13.0    0    1
    -29   11    1         HF   137236269    48004E8B   301    1    3   14.0    0    1
    -29   11    2         HF   137170733    48008E8B   301    1    3   13.0    0    1
    -30   11    1         HF   137236269    48004F0B   301    1    3   14.0    0    1
    -30   11    2         HF   137170733    48008F0B   301    1    3   13.0    0    1
    -31   11    1         HF   137236269    48004F8B   301    1    3   14.0    0    1
    -31   11    2         HF   137170733    48008F8B   301    1    3   13.0    0    1
    -32   11    1         HF   137236269    4800500B   301    1    3   14.0    0    1
    -32   11    2         HF   137170733    4800900B   301    1    3   13.0    0    1
    -33   11    1         HF   137236269    4800508B   301    1    3   14.0    0    1
    -33   11    2         HF   137170733    4800908B   301    1    3   13.0    0    1
    -34   11    1         HF   137236269    4800510B   301    1    3   14.0    0    1
    -34   11    2         HF   137170733    4800910B   301    1    3   13.0    0    1
    -35   11    1         HF   137236269    4800518B   301    1    3   14.0    0    1
    -35   11    2         HF   137170733    4800918B   301    1    3   13.0    0    1
    -36   11    1         HF   137236269    4800520B   301    1    3   14.0    0    1
    -36   11    2         HF   137170733    4800920B   301    1    3   13.0    0    1
    -37   11    1         HF   137236269    4800528B   301    1    3   14.0    0    1
    -37   11    2         HF   137170733    4800928B   301    1    3   13.0    0    1
    -38   11    1         HF   137236269    4800530B   301    1    3   14.0    0    1
    -38   11    2         HF   137170733    4800930B   301    1    3   13.0    0    1
    -39   11    1         HF   137236269    4800538B   301    1    3   14.0    0    1
    -39   11    2         HF   137170733    4800938B   301    1    3   13.0    0    1
    -40   11    1         HF   137236269    4800540B   301    1    3   14.0    0    1
    -40   11    2         HF   137170733    4800940B   301    1    3   13.0    0    1
    -41   11    1         HF   137236269    4800548B   301    1    3   14.0    0    1
    -41   11    2         HF   137170733    4800948B   301    1    3   13.0    0    1
    -29   13    1         HF   137236269    48004E8D   301    1    3   14.0    0    1
    -29   13    2         HF   137170733    48008E8D   301    1    3   13.0    0    1
